"","problemLevel","problemCylce","isBelow","targetNum","correctNum","num1","num2","num3","num4","num5","foil"
"1",6,3,TRUE,12,11,20,4,11,13,18,TRUE
"2",6,3,TRUE,7,6,14,6,15,8,10,TRUE
"3",6,3,TRUE,12,11,17,2,11,8,1,FALSE
"4",6,3,FALSE,13,14,7,16,12,14,3,TRUE
"5",6,3,FALSE,8,9,20,9,17,19,14,FALSE
"6",6,3,TRUE,16,15,17,15,5,11,19,TRUE
"7",6,3,TRUE,8,7,7,14,4,5,3,FALSE
"8",6,3,FALSE,17,18,18,16,10,13,5,TRUE
"9",6,3,FALSE,9,10,7,18,8,11,10,TRUE
"10",6,3,TRUE,8,7,20,14,11,7,17,FALSE
"11",6,3,TRUE,15,14,14,11,12,3,5,FALSE
"12",6,3,TRUE,10,9,9,2,11,6,4,TRUE
"13",6,3,FALSE,6,7,1,7,13,5,10,TRUE
"14",6,3,TRUE,10,9,15,9,20,5,16,FALSE
"15",6,3,TRUE,17,16,2,11,7,10,16,FALSE
"16",6,3,TRUE,11,10,10,12,8,13,18,TRUE
"17",6,3,FALSE,13,14,4,1,16,18,14,FALSE
"18",6,3,FALSE,2,3,1,12,10,3,16,FALSE
"19",6,3,FALSE,2,3,12,11,20,3,5,FALSE
"20",6,3,TRUE,3,2,2,12,8,19,15,FALSE
"21",6,3,FALSE,18,19,9,19,15,13,3,FALSE
"22",6,3,FALSE,19,20,20,18,9,13,14,FALSE
"23",6,3,TRUE,3,2,4,2,6,13,20,TRUE
"24",6,3,FALSE,6,7,5,18,14,12,7,TRUE
"25",6,3,FALSE,14,15,12,13,4,9,15,TRUE
"26",6,3,TRUE,7,6,11,14,6,2,15,FALSE
"27",6,3,FALSE,15,16,10,16,14,19,17,FALSE
"28",6,3,TRUE,5,4,13,15,6,4,10,TRUE
"29",6,3,FALSE,17,18,8,11,13,18,4,FALSE
"30",6,3,FALSE,11,12,1,9,12,10,16,FALSE
"31",6,3,FALSE,4,5,5,9,7,16,3,FALSE
"32",6,3,FALSE,18,19,8,17,20,19,12,TRUE
"33",6,3,FALSE,7,8,12,20,15,8,3,FALSE
"34",6,3,TRUE,5,4,10,6,16,4,12,FALSE
"35",6,3,TRUE,9,8,10,8,5,20,2,TRUE
"36",6,3,FALSE,13,14,12,8,4,7,14,TRUE
"37",6,3,TRUE,19,18,3,9,4,18,20,TRUE
"38",6,3,TRUE,4,3,7,8,3,10,5,TRUE
"39",6,3,TRUE,14,13,7,5,2,13,15,TRUE
"40",6,3,FALSE,16,17,2,14,17,19,15,TRUE
