"","problemLevel","problemCylce","isBelow","targetNum","correctNum","num1","num2","num3","num4","num5","foil"
"1",5,3,TRUE,11,10,10,15,19,12,0,TRUE
"2",5,3,TRUE,11,10,16,10,8,13,0,FALSE
"3",5,3,FALSE,10,11,9,11,13,3,0,TRUE
"4",5,3,FALSE,16,17,9,17,15,7,0,TRUE
"5",5,3,FALSE,12,13,11,10,13,7,0,TRUE
"6",5,3,TRUE,18,17,17,10,12,7,0,FALSE
"7",5,3,FALSE,4,5,15,3,14,5,0,TRUE
"8",5,3,FALSE,3,4,2,4,1,6,0,TRUE
"9",5,3,TRUE,17,16,15,6,13,16,0,FALSE
"10",5,3,TRUE,18,17,17,2,8,9,0,FALSE
"11",5,3,TRUE,10,9,9,13,2,11,0,TRUE
"12",5,3,TRUE,13,12,12,11,14,17,0,TRUE
"13",5,3,TRUE,10,9,9,12,1,20,0,FALSE
"14",5,3,FALSE,6,7,20,5,7,10,0,TRUE
"15",5,3,TRUE,9,8,1,8,18,7,0,FALSE
"16",5,3,TRUE,2,1,13,19,3,1,0,TRUE
"17",5,3,TRUE,2,1,3,9,16,1,0,TRUE
"18",5,3,TRUE,12,11,11,6,10,18,0,FALSE
"19",5,3,TRUE,7,6,11,6,16,2,0,FALSE
"20",5,3,TRUE,15,14,3,16,5,14,0,TRUE
"21",5,3,FALSE,19,20,20,6,1,17,0,FALSE
"22",5,3,FALSE,2,3,3,9,14,12,0,FALSE
"23",5,3,FALSE,11,12,17,12,15,19,0,FALSE
"24",5,3,FALSE,14,15,15,10,8,13,0,TRUE
"25",5,3,TRUE,4,3,9,16,13,3,0,FALSE
"26",5,3,FALSE,14,15,19,15,16,8,0,FALSE
"27",5,3,FALSE,9,10,7,10,19,2,0,FALSE
"28",5,3,FALSE,7,8,8,1,18,13,0,FALSE
"29",5,3,FALSE,15,16,2,6,10,16,0,FALSE
"30",5,3,FALSE,5,6,18,6,15,8,0,FALSE
"31",5,3,FALSE,17,18,16,1,18,12,0,TRUE
"32",5,3,TRUE,3,2,7,19,2,12,0,FALSE
"33",5,3,FALSE,6,7,1,8,5,7,0,TRUE
"34",5,3,FALSE,8,9,3,11,13,9,0,FALSE
"35",5,3,TRUE,16,15,1,15,2,17,0,TRUE
"36",5,3,TRUE,13,12,1,8,12,14,0,TRUE
"37",5,3,FALSE,5,6,6,12,2,4,0,TRUE
"38",5,3,FALSE,8,9,11,12,18,9,0,FALSE
"39",5,3,TRUE,5,4,9,6,1,4,0,TRUE
"40",5,3,TRUE,19,18,18,20,1,9,0,TRUE
