"","problemLevel","problemCylce","isBelow","targetNum","correctNum","num1","num2","num3","num4","num5","foil"
"1",3,2,FALSE,7,8,2,1,6,8,4,FALSE
"2",3,2,TRUE,5,4,6,7,2,1,4,TRUE
"3",3,2,FALSE,4,5,5,1,9,6,10,FALSE
"4",3,2,TRUE,5,4,6,4,1,7,2,FALSE
"5",3,2,FALSE,6,7,1,4,2,10,7,FALSE
"6",3,2,TRUE,8,7,1,4,7,9,6,FALSE
"7",3,2,FALSE,7,8,8,1,9,4,6,FALSE
"8",3,2,TRUE,8,7,1,6,4,10,7,FALSE
"9",3,2,FALSE,8,9,2,10,7,9,5,TRUE
"10",3,2,TRUE,2,1,6,7,9,3,1,TRUE
"11",3,2,TRUE,2,1,10,5,3,6,1,TRUE
"12",3,2,TRUE,3,2,8,4,1,2,9,TRUE
"13",3,2,FALSE,7,8,6,5,3,8,1,FALSE
"14",3,2,TRUE,4,3,10,5,8,3,6,FALSE
"15",3,2,TRUE,5,4,8,1,10,3,4,FALSE
"16",3,2,TRUE,2,1,1,3,10,4,5,FALSE
"17",3,2,FALSE,5,6,4,10,7,3,6,TRUE
"18",3,2,FALSE,8,9,10,4,1,9,6,FALSE
"19",3,2,FALSE,6,7,7,8,4,9,1,FALSE
"20",3,2,FALSE,5,6,4,10,7,6,3,TRUE
"21",3,2,FALSE,8,9,5,9,10,4,7,FALSE
"22",3,2,TRUE,7,6,6,1,9,4,3,FALSE
"23",3,2,TRUE,9,8,10,3,1,8,2,TRUE
"24",3,2,FALSE,2,3,10,3,8,5,7,FALSE
"25",3,2,TRUE,4,3,10,1,3,2,8,FALSE
"26",3,2,TRUE,9,8,2,8,1,7,3,FALSE
"27",3,2,TRUE,4,3,1,6,10,3,2,FALSE
"28",3,2,TRUE,6,5,2,5,3,9,10,FALSE
"29",3,2,TRUE,3,2,10,6,2,9,4,TRUE
"30",3,2,FALSE,6,7,4,7,1,8,5,FALSE
"31",3,2,FALSE,4,5,9,5,1,10,8,FALSE
"32",3,2,FALSE,2,3,4,10,8,3,9,FALSE
"33",3,2,TRUE,3,2,9,1,2,8,4,TRUE
"34",3,2,FALSE,9,10,4,8,10,1,5,FALSE
"35",3,2,TRUE,3,2,2,4,10,1,7,TRUE
"36",3,2,FALSE,6,7,4,2,1,7,9,FALSE
"37",3,2,TRUE,9,8,3,6,8,7,10,TRUE
"38",3,2,FALSE,9,10,2,3,1,10,5,FALSE
"39",3,2,FALSE,7,8,6,8,2,10,1,TRUE
"40",3,2,FALSE,3,4,2,4,10,1,9,FALSE
