"","problemLevel","problemCylce","isBelow","targetNum","correctNum","num1","num2","num3","num4","num5","foil"
"1",2,1,TRUE,5,4,9,4,8,2,0,FALSE
"2",2,1,FALSE,4,5,3,10,5,8,0,TRUE
"3",2,1,TRUE,9,8,10,6,4,8,0,TRUE
"4",2,1,FALSE,8,9,9,4,6,10,0,FALSE
"5",2,1,FALSE,2,3,9,10,3,4,0,FALSE
"6",2,1,TRUE,6,5,2,5,7,4,0,TRUE
"7",2,1,FALSE,4,5,10,3,5,6,0,TRUE
"8",2,1,TRUE,7,6,6,3,5,10,0,FALSE
"9",2,1,TRUE,5,4,1,4,10,7,0,FALSE
"10",2,1,TRUE,6,5,5,9,7,1,0,TRUE
"11",2,1,FALSE,5,6,8,4,1,6,0,FALSE
"12",2,1,TRUE,9,8,2,7,1,8,0,FALSE
"13",2,1,FALSE,2,3,7,3,6,4,0,FALSE
"14",2,1,FALSE,2,3,4,5,1,3,0,TRUE
"15",2,1,FALSE,6,7,10,9,7,5,0,TRUE
"16",2,1,TRUE,2,1,9,6,1,7,0,FALSE
"17",2,1,FALSE,8,9,9,10,7,3,0,TRUE
"18",2,1,FALSE,8,9,9,10,7,1,0,FALSE
"19",2,1,FALSE,3,4,2,10,5,4,0,FALSE
"20",2,1,FALSE,9,10,10,1,8,7,0,TRUE
"21",2,1,FALSE,7,8,10,9,3,8,0,FALSE
"22",2,1,TRUE,3,2,8,10,7,2,0,FALSE
"23",2,1,TRUE,7,6,8,10,6,4,0,TRUE
"24",2,1,FALSE,5,6,10,4,1,6,0,TRUE
"25",2,1,FALSE,3,4,2,4,5,10,0,FALSE
"26",2,1,TRUE,3,2,2,1,8,5,0,FALSE
"27",2,1,TRUE,3,2,10,7,9,2,0,FALSE
"28",2,1,FALSE,4,5,5,10,3,8,0,TRUE
"29",2,1,FALSE,8,9,3,4,9,7,0,TRUE
"30",2,1,TRUE,2,1,5,8,1,3,0,TRUE
"31",2,1,FALSE,9,10,10,4,2,1,0,FALSE
"32",2,1,FALSE,9,10,6,8,10,4,0,TRUE
"33",2,1,TRUE,7,6,2,6,10,5,0,FALSE
"34",2,1,FALSE,4,5,8,3,7,5,0,TRUE
"35",2,1,FALSE,6,7,4,10,7,5,0,TRUE
"36",2,1,FALSE,4,5,9,2,7,5,0,FALSE
"37",2,1,FALSE,6,7,8,10,7,5,0,TRUE
"38",2,1,FALSE,5,6,9,10,4,6,0,TRUE
"39",2,1,FALSE,7,8,5,6,8,9,0,TRUE
"40",2,1,FALSE,8,9,3,9,5,7,0,FALSE
