"","problemLevel","problemCylce","isBelow","targetNum","correctNum","num1","num2","num3","num4","num5","foil"
"1",6,2,TRUE,15,14,8,11,20,5,14,FALSE
"2",6,2,TRUE,5,4,3,17,6,15,4,TRUE
"3",6,2,TRUE,9,8,6,8,3,19,4,FALSE
"4",6,2,FALSE,6,7,7,17,20,5,9,FALSE
"5",6,2,FALSE,8,9,12,9,2,5,17,FALSE
"6",6,2,TRUE,6,5,7,3,5,13,20,TRUE
"7",6,2,TRUE,9,8,5,16,11,8,1,FALSE
"8",6,2,FALSE,3,4,10,15,14,4,20,FALSE
"9",6,2,FALSE,12,13,11,17,13,1,9,TRUE
"10",6,2,TRUE,3,2,11,2,20,14,4,TRUE
"11",6,2,FALSE,11,12,20,10,12,14,17,TRUE
"12",6,2,FALSE,12,13,11,13,9,7,4,TRUE
"13",6,2,TRUE,18,17,17,6,15,19,12,TRUE
"14",6,2,FALSE,7,8,8,6,9,19,5,TRUE
"15",6,2,TRUE,15,14,19,17,14,20,18,FALSE
"16",6,2,FALSE,10,11,7,1,8,5,11,FALSE
"17",6,2,TRUE,2,1,16,10,1,6,13,FALSE
"18",6,2,FALSE,19,20,5,3,7,16,20,FALSE
"19",6,2,TRUE,4,3,3,20,9,11,5,TRUE
"20",6,2,FALSE,4,5,2,14,11,5,13,FALSE
"21",6,2,TRUE,16,15,17,19,2,15,8,TRUE
"22",6,2,TRUE,16,15,20,19,12,17,15,TRUE
"23",6,2,FALSE,14,15,12,15,16,17,13,FALSE
"24",6,2,FALSE,11,12,3,16,13,5,12,FALSE
"25",6,2,FALSE,19,20,14,17,13,15,20,FALSE
"26",6,2,TRUE,18,17,17,8,3,2,14,FALSE
"27",6,2,FALSE,17,18,14,7,18,10,2,FALSE
"28",6,2,TRUE,12,11,8,13,11,4,10,TRUE
"29",6,2,FALSE,6,7,10,4,19,16,7,FALSE
"30",6,2,FALSE,17,18,1,9,18,19,7,FALSE
"31",6,2,FALSE,13,14,16,2,14,12,17,TRUE
"32",6,2,TRUE,2,1,10,5,1,9,8,FALSE
"33",6,2,TRUE,5,4,3,12,6,4,8,TRUE
"34",6,2,FALSE,16,17,15,17,9,13,8,TRUE
"35",6,2,FALSE,10,11,9,1,13,11,14,TRUE
"36",6,2,TRUE,7,6,12,8,18,6,2,TRUE
"37",6,2,TRUE,14,13,13,6,5,15,2,TRUE
"38",6,2,TRUE,8,7,5,7,10,15,9,TRUE
"39",6,2,TRUE,3,2,19,18,2,11,8,FALSE
"40",6,2,FALSE,13,14,14,4,6,9,12,TRUE
