"","problemLevel","problemCylce","isBelow","targetNum","correctNum","num1","num2","num3","num4","num5","foil"
"1",5,2,TRUE,7,6,1,14,6,8,0,TRUE
"2",5,2,FALSE,3,4,9,16,2,4,0,TRUE
"3",5,2,FALSE,8,9,18,7,16,9,0,TRUE
"4",5,2,FALSE,18,19,19,11,1,17,0,TRUE
"5",5,2,FALSE,9,10,7,16,10,18,0,FALSE
"6",5,2,TRUE,16,15,12,15,7,18,0,FALSE
"7",5,2,FALSE,7,8,8,17,10,2,0,FALSE
"8",5,2,FALSE,14,15,9,15,18,10,0,FALSE
"9",5,2,FALSE,17,18,18,15,8,16,0,TRUE
"10",5,2,TRUE,19,18,5,18,6,9,0,FALSE
"11",5,2,TRUE,9,8,8,17,19,20,0,FALSE
"12",5,2,FALSE,13,14,12,14,15,8,0,TRUE
"13",5,2,TRUE,19,18,9,18,13,20,0,TRUE
"14",5,2,TRUE,5,4,17,9,4,6,0,TRUE
"15",5,2,TRUE,13,12,12,2,15,4,0,FALSE
"16",5,2,TRUE,2,1,10,1,3,6,0,TRUE
"17",5,2,TRUE,11,10,8,20,12,10,0,TRUE
"18",5,2,TRUE,3,2,7,20,2,4,0,TRUE
"19",5,2,TRUE,19,18,18,7,20,1,0,FALSE
"20",5,2,FALSE,6,7,15,18,7,13,0,FALSE
"21",5,2,FALSE,16,17,17,15,9,8,0,TRUE
"22",5,2,FALSE,11,12,12,1,13,2,0,FALSE
"23",5,2,FALSE,10,11,8,2,19,11,0,FALSE
"24",5,2,FALSE,14,15,16,2,15,10,0,FALSE
"25",5,2,FALSE,12,13,14,4,13,18,0,FALSE
"26",5,2,TRUE,15,14,3,14,7,10,0,FALSE
"27",5,2,TRUE,9,8,10,8,19,11,0,TRUE
"28",5,2,TRUE,2,1,1,16,14,12,0,FALSE
"29",5,2,TRUE,4,3,11,5,3,17,0,TRUE
"30",5,2,TRUE,17,16,3,16,13,11,0,FALSE
"31",5,2,TRUE,4,3,5,3,15,9,0,TRUE
"32",5,2,FALSE,8,9,4,5,15,9,0,FALSE
"33",5,2,FALSE,13,14,7,12,4,14,0,TRUE
"34",5,2,TRUE,18,17,11,16,17,19,0,TRUE
"35",5,2,TRUE,6,5,5,15,14,19,0,FALSE
"36",5,2,FALSE,10,11,1,19,11,9,0,TRUE
"37",5,2,FALSE,5,6,20,18,4,6,0,TRUE
"38",5,2,TRUE,15,14,2,14,12,17,0,FALSE
"39",5,2,FALSE,12,13,4,10,6,13,0,FALSE
"40",5,2,FALSE,15,16,12,16,14,10,0,TRUE
