"","problemLevel","problemCylce","isBelow","targetNum","correctNum","num1","num2","num3","num4","num5","foil"
"1",3,1,FALSE,9,10,10,6,5,7,8,FALSE
"2",3,1,TRUE,8,7,1,10,7,6,9,FALSE
"3",3,1,FALSE,5,6,4,7,8,6,2,TRUE
"4",3,1,FALSE,5,6,3,7,6,1,8,FALSE
"5",3,1,TRUE,3,2,9,2,4,1,10,TRUE
"6",3,1,FALSE,5,6,9,10,6,1,2,FALSE
"7",3,1,TRUE,6,5,1,7,9,5,3,TRUE
"8",3,1,FALSE,5,6,2,10,6,1,9,FALSE
"9",3,1,FALSE,3,4,8,2,7,4,6,TRUE
"10",3,1,FALSE,5,6,1,8,6,3,2,FALSE
"11",3,1,TRUE,2,1,3,6,7,1,10,TRUE
"12",3,1,TRUE,3,2,10,2,7,4,1,TRUE
"13",3,1,TRUE,7,6,5,3,6,1,8,FALSE
"14",3,1,TRUE,2,1,7,1,10,4,9,FALSE
"15",3,1,FALSE,6,7,3,2,8,7,4,FALSE
"16",3,1,TRUE,7,6,5,6,4,1,8,TRUE
"17",3,1,TRUE,7,6,2,8,4,3,6,TRUE
"18",3,1,TRUE,9,8,6,5,8,2,10,TRUE
"19",3,1,FALSE,4,5,5,1,9,3,6,FALSE
"20",3,1,TRUE,9,8,5,8,10,2,1,TRUE
"21",3,1,FALSE,2,3,10,3,5,8,6,FALSE
"22",3,1,TRUE,8,7,3,6,4,7,9,FALSE
"23",3,1,FALSE,2,3,1,10,3,6,9,TRUE
"24",3,1,TRUE,3,2,9,10,4,7,2,TRUE
"25",3,1,TRUE,4,3,2,10,5,3,8,FALSE
"26",3,1,FALSE,4,5,7,9,3,10,5,TRUE
"27",3,1,FALSE,2,3,5,8,10,4,3,FALSE
"28",3,1,FALSE,7,8,5,9,1,6,8,FALSE
"29",3,1,FALSE,4,5,6,9,5,3,1,TRUE
"30",3,1,TRUE,3,2,2,1,10,5,7,FALSE
"31",3,1,FALSE,6,7,2,8,4,10,7,FALSE
"32",3,1,TRUE,8,7,9,7,5,2,4,FALSE
"33",3,1,TRUE,9,8,3,7,2,8,10,TRUE
"34",3,1,TRUE,9,8,3,10,5,1,8,TRUE
"35",3,1,FALSE,7,8,1,10,8,3,5,FALSE
"36",3,1,FALSE,8,9,3,9,1,4,7,TRUE
"37",3,1,FALSE,6,7,9,1,4,7,10,FALSE
"38",3,1,FALSE,8,9,6,9,4,10,1,FALSE
"39",3,1,TRUE,4,3,8,10,5,3,7,TRUE
"40",3,1,TRUE,6,5,4,5,8,3,1,FALSE
