"","problemLevel","problemCylce","isBelow","targetNum","correctNum","num1","num2","num3","num4","num5","foil"
"1",4,3,TRUE,9,8,10,8,3,0,0,TRUE
"2",4,3,FALSE,7,8,1,5,8,0,0,FALSE
"3",4,3,TRUE,6,5,5,7,1,0,0,TRUE
"4",4,3,FALSE,3,4,17,2,4,0,0,TRUE
"5",4,3,TRUE,18,17,19,17,6,0,0,FALSE
"6",4,3,TRUE,16,15,12,20,15,0,0,FALSE
"7",4,3,FALSE,2,3,3,1,10,0,0,TRUE
"8",4,3,FALSE,8,9,13,17,9,0,0,FALSE
"9",4,3,FALSE,11,12,1,19,12,0,0,FALSE
"10",4,3,FALSE,12,13,18,11,13,0,0,TRUE
"11",4,3,FALSE,6,7,1,7,5,0,0,TRUE
"12",4,3,TRUE,14,13,17,3,13,0,0,FALSE
"13",4,3,TRUE,17,16,16,18,10,0,0,TRUE
"14",4,3,FALSE,2,3,8,3,17,0,0,FALSE
"15",4,3,TRUE,9,8,8,10,14,0,0,TRUE
"16",4,3,FALSE,17,18,18,16,3,0,0,TRUE
"17",4,3,TRUE,4,3,3,12,5,0,0,FALSE
"18",4,3,TRUE,3,2,15,4,2,0,0,TRUE
"19",4,3,FALSE,15,16,17,7,16,0,0,FALSE
"20",4,3,TRUE,18,17,13,10,17,0,0,FALSE
"21",4,3,TRUE,13,12,14,6,12,0,0,TRUE
"22",4,3,TRUE,18,17,4,17,12,0,0,FALSE
"23",4,3,TRUE,10,9,6,13,9,0,0,FALSE
"24",4,3,FALSE,7,8,8,18,4,0,0,FALSE
"25",4,3,TRUE,13,12,18,5,12,0,0,FALSE
"26",4,3,FALSE,14,15,2,15,13,0,0,TRUE
"27",4,3,TRUE,19,18,16,18,7,0,0,FALSE
"28",4,3,TRUE,12,11,11,14,19,0,0,FALSE
"29",4,3,FALSE,3,4,2,8,4,0,0,TRUE
"30",4,3,FALSE,10,11,13,11,9,0,0,TRUE
"31",4,3,FALSE,16,17,5,15,17,0,0,TRUE
"32",4,3,TRUE,5,4,6,15,4,0,0,TRUE
"33",4,3,TRUE,8,7,7,2,14,0,0,FALSE
"34",4,3,FALSE,5,6,4,6,1,0,0,TRUE
"35",4,3,TRUE,5,4,12,13,4,0,0,FALSE
"36",4,3,FALSE,19,20,11,20,18,0,0,TRUE
"37",4,3,TRUE,4,3,3,13,6,0,0,FALSE
"38",4,3,FALSE,11,12,10,5,12,0,0,TRUE
"39",4,3,FALSE,13,14,17,11,14,0,0,FALSE
"40",4,3,FALSE,15,16,3,16,14,0,0,TRUE
