"","problemLevel","problemCylce","isBelow","targetNum","correctNum","num1","num2","num3","num4","num5","foil"
"1",4,2,TRUE,3,2,2,9,6,0,0,FALSE
"2",4,2,TRUE,7,6,17,6,19,0,0,FALSE
"3",4,2,TRUE,6,5,7,5,17,0,0,TRUE
"4",4,2,FALSE,10,11,20,12,11,0,0,FALSE
"5",4,2,TRUE,6,5,7,19,5,0,0,TRUE
"6",4,2,FALSE,17,18,16,10,18,0,0,TRUE
"7",4,2,FALSE,5,6,13,6,4,0,0,TRUE
"8",4,2,TRUE,8,7,1,7,9,0,0,TRUE
"9",4,2,TRUE,2,1,1,5,9,0,0,FALSE
"10",4,2,FALSE,11,12,12,10,1,0,0,TRUE
"11",4,2,TRUE,12,11,11,14,20,0,0,FALSE
"12",4,2,TRUE,13,12,17,12,14,0,0,TRUE
"13",4,2,TRUE,5,4,4,6,9,0,0,TRUE
"14",4,2,FALSE,16,17,15,17,20,0,0,TRUE
"15",4,2,FALSE,13,14,18,14,10,0,0,FALSE
"16",4,2,FALSE,15,16,3,16,6,0,0,FALSE
"17",4,2,TRUE,7,6,15,6,20,0,0,FALSE
"18",4,2,FALSE,4,5,5,6,9,0,0,FALSE
"19",4,2,TRUE,9,8,2,8,10,0,0,TRUE
"20",4,2,FALSE,15,16,16,10,14,0,0,TRUE
"21",4,2,FALSE,8,9,9,20,7,0,0,TRUE
"22",4,2,FALSE,11,12,2,14,12,0,0,FALSE
"23",4,2,TRUE,18,17,8,19,17,0,0,TRUE
"24",4,2,FALSE,11,12,15,12,2,0,0,FALSE
"25",4,2,FALSE,15,16,16,10,4,0,0,FALSE
"26",4,2,FALSE,14,15,15,1,13,0,0,TRUE
"27",4,2,FALSE,4,5,10,5,12,0,0,FALSE
"28",4,2,TRUE,19,18,20,10,18,0,0,FALSE
"29",4,2,FALSE,17,18,6,18,5,0,0,FALSE
"30",4,2,TRUE,19,18,13,6,18,0,0,FALSE
"31",4,2,TRUE,16,15,19,15,17,0,0,TRUE
"32",4,2,FALSE,9,10,10,3,8,0,0,TRUE
"33",4,2,TRUE,3,2,7,2,5,0,0,FALSE
"34",4,2,FALSE,12,13,19,13,3,0,0,FALSE
"35",4,2,TRUE,7,6,6,4,14,0,0,FALSE
"36",4,2,TRUE,10,9,18,5,9,0,0,FALSE
"37",4,2,TRUE,14,13,1,15,13,0,0,TRUE
"38",4,2,FALSE,4,5,5,16,3,0,0,TRUE
"39",4,2,FALSE,18,19,19,17,5,0,0,TRUE
"40",4,2,TRUE,2,1,4,3,1,0,0,TRUE
