"","problemLevel","problemCylce","isBelow","targetNum","correctNum","num1","num2","num3","num4","num5","foil"
"1",4,1,TRUE,2,1,1,5,14,0,0,FALSE
"2",4,1,FALSE,9,10,10,20,17,0,0,FALSE
"3",4,1,TRUE,19,18,18,20,6,0,0,TRUE
"4",4,1,FALSE,15,16,11,16,2,0,0,FALSE
"5",4,1,FALSE,7,8,6,14,8,0,0,TRUE
"6",4,1,TRUE,12,11,11,14,13,0,0,TRUE
"7",4,1,FALSE,4,5,3,8,5,0,0,TRUE
"8",4,1,FALSE,11,12,12,14,10,0,0,TRUE
"9",4,1,TRUE,16,15,17,14,15,0,0,TRUE
"10",4,1,TRUE,19,18,18,20,14,0,0,FALSE
"11",4,1,TRUE,18,17,8,13,17,0,0,FALSE
"12",4,1,FALSE,9,10,8,16,10,0,0,TRUE
"13",4,1,FALSE,5,6,10,4,6,0,0,TRUE
"14",4,1,FALSE,2,3,11,3,13,0,0,FALSE
"15",4,1,TRUE,14,13,11,5,13,0,0,FALSE
"16",4,1,TRUE,13,12,5,14,12,0,0,TRUE
"17",4,1,TRUE,15,14,16,14,9,0,0,TRUE
"18",4,1,FALSE,4,5,3,2,5,0,0,TRUE
"19",4,1,FALSE,13,14,12,14,10,0,0,TRUE
"20",4,1,FALSE,12,13,11,13,4,0,0,TRUE
"21",4,1,TRUE,10,9,12,15,9,0,0,FALSE
"22",4,1,FALSE,8,9,11,17,9,0,0,FALSE
"23",4,1,TRUE,5,4,4,17,11,0,0,FALSE
"24",4,1,TRUE,3,2,18,8,2,0,0,FALSE
"25",4,1,FALSE,13,14,14,20,4,0,0,FALSE
"26",4,1,TRUE,11,10,3,12,10,0,0,TRUE
"27",4,1,FALSE,16,17,17,15,7,0,0,TRUE
"28",4,1,FALSE,15,16,16,10,9,0,0,FALSE
"29",4,1,TRUE,10,9,9,2,7,0,0,FALSE
"30",4,1,FALSE,11,12,9,10,12,0,0,TRUE
"31",4,1,TRUE,8,7,7,20,5,0,0,FALSE
"32",4,1,TRUE,7,6,6,8,5,0,0,TRUE
"33",4,1,TRUE,18,17,17,11,13,0,0,FALSE
"34",4,1,FALSE,14,15,10,15,13,0,0,TRUE
"35",4,1,FALSE,4,5,5,7,3,0,0,TRUE
"36",4,1,TRUE,17,16,16,8,18,0,0,TRUE
"37",4,1,TRUE,6,5,5,17,3,0,0,FALSE
"38",4,1,TRUE,17,16,5,7,16,0,0,FALSE
"39",4,1,FALSE,3,4,16,4,9,0,0,FALSE
"40",4,1,FALSE,6,7,7,15,9,0,0,FALSE
