"","problemLevel","problemCylce","isBelow","targetNum","correctNum","num1","num2","num3","num4","num5","foil"
"1",1,2,TRUE,6,5,3,5,4,0,0,FALSE
"2",1,2,FALSE,8,9,1,6,9,0,0,FALSE
"3",1,2,FALSE,7,8,10,8,4,0,0,FALSE
"4",1,2,FALSE,4,5,7,2,5,0,0,FALSE
"5",1,2,FALSE,7,8,4,8,2,0,0,FALSE
"6",1,2,FALSE,2,3,1,6,3,0,0,TRUE
"7",1,2,TRUE,4,3,10,5,3,0,0,TRUE
"8",1,2,FALSE,6,7,9,7,5,0,0,TRUE
"9",1,2,TRUE,7,6,6,2,4,0,0,FALSE
"10",1,2,TRUE,3,2,6,2,4,0,0,TRUE
"11",1,2,FALSE,6,7,10,5,7,0,0,TRUE
"12",1,2,TRUE,8,7,9,7,10,0,0,TRUE
"13",1,2,TRUE,2,1,1,7,5,0,0,FALSE
"14",1,2,TRUE,9,8,2,8,10,0,0,TRUE
"15",1,2,TRUE,5,4,8,4,6,0,0,TRUE
"16",1,2,FALSE,9,10,10,1,7,0,0,FALSE
"17",1,2,FALSE,9,10,2,10,4,0,0,FALSE
"18",1,2,FALSE,5,6,9,4,6,0,0,TRUE
"19",1,2,TRUE,3,2,2,5,1,0,0,FALSE
"20",1,2,TRUE,5,4,6,4,9,0,0,TRUE
