"","problemLevel","problemCylce","isBelow","targetNum","correctNum","num1","num2","num3","num4","num5","foil"
"1",1,3,TRUE,7,6,8,2,6,0,0,TRUE
"2",1,3,FALSE,7,8,6,8,10,0,0,TRUE
"3",1,3,FALSE,6,7,8,10,7,0,0,FALSE
"4",1,3,FALSE,3,4,7,9,4,0,0,FALSE
"5",1,3,FALSE,9,10,10,1,6,0,0,FALSE
"6",1,3,FALSE,8,9,9,4,6,0,0,FALSE
"7",1,3,TRUE,2,1,10,1,3,0,0,TRUE
"8",1,3,TRUE,9,8,5,8,1,0,0,FALSE
"9",1,3,TRUE,4,3,3,6,5,0,0,TRUE
"10",1,3,FALSE,8,9,9,10,7,0,0,TRUE
"11",1,3,TRUE,6,5,8,10,5,0,0,FALSE
"12",1,3,FALSE,3,4,6,10,4,0,0,FALSE
"13",1,3,FALSE,3,4,4,10,7,0,0,FALSE
"14",1,3,TRUE,5,4,8,4,6,0,0,TRUE
"15",1,3,FALSE,2,3,1,3,8,0,0,TRUE
"16",1,3,TRUE,6,5,10,9,5,0,0,FALSE
"17",1,3,TRUE,7,6,6,1,5,0,0,FALSE
"18",1,3,TRUE,4,3,10,5,3,0,0,TRUE
"19",1,3,FALSE,2,3,3,10,1,0,0,TRUE
"20",1,3,TRUE,5,4,4,2,6,0,0,TRUE
